3.622039079666137695e+00	8.566123843193054199e-01	1.091251730918884277e+00
-1.076214313507080078e+01	-8.050382614135742188e+00	7.178901195526123047e+00
8.826310038566589355e-01	4.140848159790039062e+00	2.477315627038478851e-02
1.783925771713256836e+00	5.272225379943847656e+00	6.313719749450683594e-01
1.520056724548339844e+00	5.946767807006835938e+00	2.985263168811798096e-01
-5.877234935760498047e-01	1.478285551071166992e+00	-1.821294307708740234e+00
1.435717582702636719e+00	5.445748805999755859e+00	-8.996828198432922363e-01
2.384950160980224609e+00	5.050800800323486328e+00	9.175094366073608398e-01
3.553189039230346680e+00	1.593549489974975586e+00	1.134857416152954102e+00
1.090313792228698730e+00	1.643535137176513672e+00	1.522390484809875488e+00
5.295201301574707031e+00	5.624290943145751953e+00	1.956571817398071289e+00
8.910816192626953125e+00	-2.710442543029785156e-01	3.708232879638671875e+00
2.498808622360229492e+00	3.616250038146972656e+00	3.398959636688232422e-01
7.465647459030151367e-01	4.220791339874267578e+00	-3.326297998428344727e-01
1.914119148254394531e+01	-4.261617660522460938e+00	6.958483695983886719e+00
-1.070963382720947266e+01	-8.111041069030761719e+00	7.191700935363769531e+00
2.878601312637329102e+00	3.315738916397094727e+00	1.770303368568420410e+00
3.561234712600708008e+00	1.336013889312744141e+01	1.130115604400634766e+01
1.144058585166931152e+00	4.845091819763183594e+00	3.413897156715393066e-01
3.120231151580810547e+00	2.826708555221557617e-01	1.116098403930664062e+00
9.704011678695678711e-01	2.500492334365844727e+00	4.796902835369110107e-01
4.646214962005615234e+00	5.582553863525390625e+00	2.426418781280517578e+00
1.861040592193603516e+00	1.726788997650146484e+00	2.442324638366699219e+00
7.839646935462951660e-01	4.495007038116455078e+00	-3.016717433929443359e-01
8.152236938476562500e-01	4.139880180358886719e+00	-1.282237321138381958e-01
4.133690357208251953e+00	4.984481334686279297e+00	2.293154478073120117e+00
5.023133158683776855e-01	1.749141573905944824e+00	1.067492127418518066e+00
1.557136774063110352e+00	-6.405587673187255859e+00	-2.869689702987670898e+00
1.293282127380371094e+01	4.267296314239501953e+00	-1.842643320560455322e-01
4.197876930236816406e+00	6.625869274139404297e+00	2.285785973072052002e-01
1.406600475311279297e-01	4.550568580627441406e+00	5.896193981170654297e-01
2.553400754928588867e+00	4.769559383392333984e+00	1.833717703819274902e+00
4.053868770599365234e+00	5.337123870849609375e+00	1.235409498214721680e+00
1.354171371459960938e+01	2.763634443283081055e+00	2.575228691101074219e+00
1.508281826972961426e+00	-6.360372066497802734e+00	-2.927735567092895508e+00
1.913720130920410156e+01	-4.233823776245117188e+00	6.930720806121826172e+00
-2.739531278610229492e+00	7.617813587188720703e+00	-2.670591592788696289e+00
4.223647594451904297e+00	5.050702571868896484e+00	2.368492841720581055e+00
1.383432483673095703e+01	2.818610191345214844e+00	2.310194730758666992e+00
5.377278327941894531e+00	5.774714946746826172e+00	1.794257998466491699e+00
1.446078419685363770e+00	-5.728692531585693359e+00	-2.942048311233520508e+00
3.405163586139678955e-01	1.874157667160034180e+00	9.902127981185913086e-01
4.458197593688964844e+00	3.457067251205444336e+00	2.873452663421630859e+00
-6.043663024902343750e-01	1.459002971649169922e+00	-1.838701725006103516e+00
2.617611408233642578e+00	4.775075435638427734e+00	1.881808996200561523e+00
5.688237547874450684e-01	2.203886032104492188e+00	-6.043201684951782227e-01
1.720908761024475098e+00	5.833551406860351562e+00	5.001437067985534668e-01
1.076600790023803711e+00	4.371294021606445312e+00	1.735450476408004761e-01
-9.506851434707641602e-01	1.028790473937988281e+01	1.609442710876464844e+00
1.951768159866333008e+00	1.414572596549987793e+00	8.198959231376647949e-01
1.147175952792167664e-01	5.586554050445556641e+00	1.428508162498474121e-01
-1.081348514556884766e+01	-8.022743225097656250e+00	7.146455764770507812e+00
4.156283855438232422e+00	5.694692134857177734e+00	-1.307485699653625488e+00
5.403337001800537109e+00	7.051754474639892578e+00	6.904924511909484863e-01
3.851560652256011963e-01	7.319690227508544922e+00	3.697803616523742676e-01
8.877206802368164062e+00	-2.467696368694305420e-01	3.667140007019042969e+00
2.443665027618408203e+00	3.420481920242309570e+00	9.815314412117004395e-01
-8.505655527114868164e-01	1.013508415222167969e+01	1.479811310768127441e+00
2.123880833387374878e-01	4.443280220031738281e+00	4.726902842521667480e-01
1.384783238172531128e-01	5.553554534912109375e+00	1.275686323642730713e-01
-8.482235074043273926e-01	1.013517761230468750e+01	1.493061661720275879e+00
3.530740499496459961e+00	1.339060974121093750e+01	1.133161258697509766e+01
1.550141930580139160e+00	-6.415164470672607422e+00	-2.878624200820922852e+00
1.742419958114624023e+00	-6.227093696594238281e+00	-2.731815099716186523e+00
1.293053627014160156e+01	4.362204551696777344e+00	-3.293473720550537109e-01
1.305141925811767578e+01	4.257236957550048828e+00	-2.233302742242813110e-01
4.063082695007324219e+00	5.969140052795410156e+00	4.182168543338775635e-01
1.419930458068847656e+00	6.106658458709716797e+00	1.467811614274978638e-01
3.187927484512329102e+00	-3.614013671875000000e+00	-2.787917852401733398e+00
4.057984352111816406e+00	5.785605907440185547e+00	4.635313153266906738e-01
1.713413238525390625e+00	5.878293991088867188e+00	-1.686254739761352539e+00
3.170569419860839844e+00	9.723585247993469238e-01	9.838600158691406250e-01
-4.656621515750885010e-01	4.931538581848144531e+00	9.977456927299499512e-01
3.664280891418457031e+00	1.792739033699035645e+00	1.145871400833129883e+00
2.556970596313476562e+00	3.619025468826293945e+00	1.349407792091369629e+00
3.145193576812744141e+00	3.466677069664001465e-01	1.122586727142333984e+00
1.637642025947570801e+00	2.808924674987792969e+00	1.896650671958923340e+00
6.119843721389770508e-01	4.265235424041748047e+00	-4.633813798427581787e-01
1.298468875885009766e+01	4.221023082733154297e+00	-1.832171082496643066e-01
4.708837032318115234e+00	5.864634513854980469e+00	2.085288763046264648e+00
3.523946046829223633e+00	1.339743137359619141e+01	1.133845710754394531e+01
3.495503664016723633e+00	6.962342739105224609e+00	-9.421229362487792969e-01
1.119653105735778809e+00	4.419183731079101562e+00	3.115040659904479980e-01
3.396129846572875977e+00	7.129573345184326172e+00	-8.498864769935607910e-01
